,dest_ip,lat,lon,timestamp_delta
4230,250.195.38.82,82.63742,165.27484,1439.607
4231,251.106.158.80,84.25739,168.51477,1439.671
4232,119.68.135.14,89.67057,179.34114,1439.785
4233,126.87.105.247,88.37354,176.74708,1439.792
4234,118.242.92.212,88.56535,177.13069,1439.86
4235,124.106.179.62,84.9613,169.92261,1439.992
4236,10.96.17.226,-85.91271,-171.82542,1440.156
4237,0.34.186.169,-89.76528,-179.53056,1440.186
4238,118.242.91.215,88.56534,177.13067,1440.249
4239,246.64.155.10,88.24261,176.48521,1440.312
4240,139.99.90.76,-84.48583,-168.97167,1440.379
4241,139.99.90.60,-84.48583,-168.97167,1440.489
4242,119.247.239.3,89.99965,179.99929,1440.612
4243,124.67.244.226,84.74846,169.49692,1440.897
4244,116.7.75.215,84.41765,168.83531,1441.047
4245,10.139.203.203,-86.46369,-172.92739,1441.08
4246,117.210.182.42,86.23578,172.47156,1441.082
4247,125.156.47.249,85.89214,171.78429,1441.083
4248,118.242.107.86,88.56585,177.1317,1441.252
4249,119.234.146.107,89.8823,179.76461,1441.357
4250,0.34.203.224,-89.76508,-179.53017,1441.446
4251,3.35.242.58,-84.83654,-169.67308,1441.637
4252,7.175.164.157,-79.19125,-158.38251,1441.684
4253,118.242.130.38,88.5636,177.12719,1441.716
4254,126.113.104.211,88.55754,177.11507,1441.918
4255,10.96.249.178,-85.91048,-171.82097,1442.052
4256,0.34.188.167,-89.76525,-179.5305,1442.105
4257,122.96.188.133,82.8382,165.6764,1442.19
4258,118.242.107.86,88.56585,177.1317,1442.321
4259,115.168.176.175,83.89281,167.78561,1442.43
4260,126.113.114.211,88.55793,177.11587,1442.52
4261,114.147.234.234,82.37504,164.75007,1442.533
4262,126.113.114.211,88.55793,177.11587,1442.58
4263,115.154.138.176,83.77356,167.54711,1442.591
4264,125.51.3.143,86.10817,172.21634,1442.625
4265,118.242.125.196,88.56623,177.13245,1442.747
4266,114.120.198.148,82.92632,165.85264,1442.969
4267,117.39.187.36,86.04346,172.08691,1442.999
4268,3.231.188.195,-84.46434,-168.92869,1443.037
4269,119.247.239.243,89.99966,179.99931,1443.061
4270,125.20.10.71,85.89117,171.78235,1443.073
4271,174.208.9.53,-24.1699,-48.33979,1443.24
4272,3.35.243.252,-84.83651,-169.67302,1443.406
4273,10.139.203.201,-86.4637,-172.92739,1443.448
4274,122.130.80.231,82.28108,164.56217,1443.501
4275,0.34.203.135,-89.76509,-179.53018,1443.577
4276,134.172.216.140,-80.61596,-161.23192,1443.581
4277,118.242.107.86,88.56585,177.1317,1443.717
4278,10.96.15.118,-85.91291,-171.82583,1443.722
4279,124.106.157.64,84.96048,169.92096,1443.792
4280,124.106.168.101,84.96089,169.92178,1443.867
4281,148.236.158.211,-61.28125,-122.5625,1444.047
4282,116.40.247.6,84.59746,169.19493,1444.064
4283,3.35.12.47,-84.83908,-169.67817,1444.086
4284,3.35.3.242,-84.83909,-169.67817,1444.192
4285,6.154.108.105,-80.75543,-161.51085,1444.271
4286,0.34.202.234,-89.7651,-179.53021,1444.28
4287,3.173.81.211,-84.82919,-169.65838,1444.385
4288,10.96.15.118,-85.91291,-171.82583,1444.663
4289,240.112.86.181,79.41104,158.82208,1444.735
4290,118.242.108.224,88.56586,177.13173,1444.858
4291,115.26.240.92,83.77608,167.55216,1444.935
4292,119.247.247.59,89.99999,179.99999,1445.088
4293,10.96.5.112,-85.91297,-171.82594,1445.301
4294,149.238.74.202,-59.86032,-119.72065,1445.498
4295,126.61.255.205,88.22845,176.4569,1445.502
4296,10.96.4.180,-85.913,-171.82599,1445.545
4297,10.15.109.195,-86.44083,-172.88166,1445.548
4298,126.113.159.249,88.55581,177.11162,1445.643
4299,117.39.187.133,86.04345,172.0869,1445.692
4300,118.24.112.107,87.9811,175.9622,1445.77
4301,117.39.202.237,86.04361,172.08722,1445.808
4302,179.30.85.237,-6.2027,-12.40539,1445.83
4303,10.117.153.248,-85.79735,-171.59471,1445.863
4304,119.130.69.203,89.31209,178.62419,1445.871
4305,124.106.169.35,84.96091,169.92181,1445.937
4306,10.183.103.65,-86.13316,-172.26632,1445.965
4307,126.113.106.211,88.55759,177.11518,1445.972
4308,254.129.54.93,87.89747,175.79493,1445.973
4309,125.182.242.125,86.12721,172.25442,1446.087
4310,116.7.70.165,84.41772,168.83543,1446.234
4311,139.99.90.60,-84.48583,-168.97167,1446.327
4312,120.237.108.227,79.35108,158.70216,1446.847
4313,117.39.201.184,86.04357,172.08715,1446.871
4314,126.113.116.211,88.55797,177.11593,1446.967
4315,126.79.25.71,88.28376,176.56751,1447.709
4316,10.96.2.250,-85.91302,-171.82604,1447.849
4317,134.225.159.186,-80.28208,-160.56417,1447.977
4318,127.108.67.225,89.89159,179.78319,1448.142
4319,116.40.247.194,84.59747,169.19494,1448.165
4320,118.24.52.125,87.97981,175.95963,1448.275
4321,118.113.118.10,88.55801,177.11602,1448.332
4322,115.187.255.206,84.00146,168.00292,1448.418
4323,3.35.238.191,-84.8368,-169.67359,1448.536
4324,122.105.218.243,82.84419,165.68838,1448.939
4325,0.34.188.66,-89.76525,-179.53049,1449.021
4326,3.173.82.22,-84.82916,-169.65832,1449.039
4327,124.106.173.185,84.96099,169.92198,1449.201
4328,117.39.158.251,86.04267,172.08534,1449.236
4329,3.173.83.21,-84.82914,-169.65828,1449.255
4330,133.66.154.252,-82.60305,-165.20609,1449.286
4331,54.179.75.217,-1.78108,-3.56215,1449.295
4332,3.35.243.94,-84.83652,-169.67303,1449.311
4333,116.7.73.210,84.4176,168.8352,1449.427
4334,118.242.126.60,88.56626,177.13251,1449.435
4335,119.157.73.34,89.41363,178.82726,1449.452
4336,117.39.202.31,86.0436,172.08721,1449.531
4337,118.24.113.85,87.98112,175.96224,1449.584
4338,11.246.70.122,-84.38172,-168.76343,1449.603
4339,118.24.91.243,87.98032,175.96064,1449.625
4340,250.239.12.72,82.8782,165.75641,1449.703
4341,124.106.169.37,84.96091,169.92181,1449.723
4342,0.34.186.5,-89.76528,-179.53057,1449.766
4343,3.173.58.62,-84.82967,-169.65934,1449.773
4344,118.242.92.211,88.56535,177.13069,1449.828
4345,10.96.15.116,-85.91291,-171.82583,1449.847
4346,114.82.199.9,82.72035,165.44069,1449.875
4347,118.242.106.80,88.56583,177.13166,1450.033
4348,10.255.87.90,-85.78211,-171.56422,1450.063
4349,119.247.15.105,89.99742,179.99485,1450.107
4350,3.35.243.94,-84.83652,-169.67303,1450.135
4351,3.35.12.47,-84.83908,-169.67817,1450.152
4352,91.48.118.239,27.73222,55.46443,1450.506
4353,120.95.79.115,79.2322,158.46439,1450.623
4354,254.115.102.5,88.5714,177.1428,1450.676
4355,3.35.4.185,-84.83908,-169.67816,1450.683
4356,179.124.115.246,-5.64431,-11.28862,1450.818
4357,125.170.141.78,86.01482,172.02965,1450.878
4358,118.194.203.167,88.25737,176.51475,1450.969
4359,126.113.102.211,88.55768,177.11535,1451.032
4360,118.152.226.218,87.98081,175.96162,1451.065
4361,120.234.222.251,79.33689,158.67378,1451.074
4362,171.154.152.219,-28.72615,-57.4523,1451.155
4363,115.139.246.46,83.69382,167.38764,1451.203
4364,125.240.147.246,86.44086,172.88172,1451.427
4365,129.198.78.219,-88.20496,-176.40992,1451.461
4366,118.242.107.76,88.56585,177.1317,1451.568
4367,126.113.112.211,88.55788,177.11576,1451.576
4368,7.73.82.154,-79.0943,-158.1886,1451.683
4369,126.113.102.211,88.55768,177.11535,1451.751
4370,0.9.137.29,-89.99448,-179.98897,1451.768
4371,119.247.222.243,89.99912,179.99824,1451.801
4372,118.24.113.19,87.98111,175.96223,1451.99
4373,251.62.191.231,84.01657,168.03314,1452.128
4374,113.94.91.27,80.6332,161.2664,1452.145
4375,239.119.22.107,67.49775,134.99549,1452.193
4376,119.247.252.43,89.99992,179.99984,1452.328
4377,10.96.249.178,-85.91048,-171.82097,1452.572
4378,116.40.232.207,84.59696,169.19393,1452.881
4379,120.142.129.1,78.78573,157.57145,1452.895
4380,178.99.75.234,-7.1424,-14.28481,1452.937
4381,112.112.245.57,79.41187,158.82373,1452.973
4382,126.113.156.118,88.55574,177.11148,1453.069
4383,126.113.110.211,88.55768,177.11535,1453.15
4384,116.194.123.11,84.74295,169.48589,1453.178
4385,116.43.162.202,84.61487,169.22974,1453.232
4386,118.242.92.45,88.56534,177.13069,1453.233
4387,118.242.107.76,88.56585,177.1317,1453.245
4388,116.73.203.184,84.73351,169.46702,1453.458
4389,125.146.153.243,85.88325,171.7665,1453.467
4390,220.15.160.232,28.16707,56.33413,1453.635
4391,118.24.93.232,87.98035,175.9607,1453.657
4392,118.242.131.102,88.56362,177.12724,1453.778
4393,148.236.193.219,-61.28034,-122.56067,1453.906
4394,118.242.127.109,88.56628,177.13257,1453.909
4395,117.242.24.216,86.45451,172.90903,1453.934
4396,0.34.186.8,-89.76529,-179.53057,1454.114
4397,119.247.8.154,89.99726,179.99451,1454.191
4398,119.247.253.100,89.99994,179.99989,1454.455
4399,116.7.75.220,84.41765,168.83531,1454.473
4400,3.34.172.92,-84.84371,-169.68743,1454.545
4401,115.125.68.191,84.35998,168.71997,1454.796
4402,3.174.147.183,-84.82227,-169.64454,1454.815
4403,118.242.101.252,88.56589,177.13177,1454.889
4404,3.35.12.47,-84.83908,-169.67817,1455.015
4405,3.197.124.243,-84.69643,-169.39285,1455.033
4406,248.124.156.78,79.43159,158.86317,1455.22
4407,113.94.91.168,80.6332,161.26641,1455.479
4408,119.125.88.46,89.98524,179.97048,1455.633
4409,3.35.12.47,-84.83908,-169.67817,1455.661
4410,3.35.12.119,-84.83908,-169.67815,1455.749
4411,127.130.78.3,89.31212,178.62424,1455.951
4412,10.96.4.144,-85.913,-171.826,1455.958
4413,6.9.254.201,-80.85116,-161.70232,1455.966
4414,112.12.190.205,78.77332,157.54664,1456.003
4415,3.35.12.47,-84.83908,-169.67817,1456.073
4416,3.173.83.91,-84.82913,-169.65827,1456.247
4417,3.173.83.60,-84.82914,-169.65827,1456.402
4418,121.88.117.217,80.59839,161.19678,1456.464
4419,117.39.187.127,86.04346,172.08693,1456.504
4420,126.113.106.211,88.55759,177.11518,1456.942
4421,116.92.46.19,84.83743,169.67485,1456.985
4422,117.39.187.51,86.04346,172.08691,1457.083
4423,10.139.203.66,-86.46369,-172.92739,1457.107
4424,137.47.198.205,-88.33131,-176.66261,1457.151
4425,10.209.12.26,-86.03934,-172.07868,1457.166
4426,74.19.103.84,3.62514,7.25028,1457.235
4427,116.194.131.226,84.74038,169.48076,1457.271
4428,125.211.112.100,86.24251,172.48503,1457.322
4429,88.201.121.10,22.85965,45.7193,1457.361
4430,209.248.204.36,24.56689,49.13379,1457.458
4431,126.113.106.211,88.55759,177.11518,1457.465
4432,114.35.212.132,82.50638,165.01276,1457.618
4433,251.140.160.134,83.69471,167.38941,1457.893
4434,117.21.71.84,85.89815,171.7963,1457.935
4435,3.35.12.47,-84.83908,-169.67817,1458.101
4436,119.247.247.251,90.0,180.0,1458.254
4437,179.141.248.55,-6.29808,-12.59616,1458.329
4438,251.150.116.188,83.79814,167.59627,1458.335
4439,3.35.12.47,-84.83908,-169.67817,1458.371
4440,122.111.160.162,82.87897,165.75795,1458.378
4441,10.139.203.202,-86.46369,-172.92739,1458.379
4442,119.139.187.157,89.31738,178.63476,1458.421
4443,3.173.85.35,-84.82911,-169.65821,1458.588
4444,119.247.234.149,89.99954,179.99908,1458.638
4445,119.247.214.155,89.99911,179.99822,1458.644
4446,13.16.16.237,-82.88051,-165.76101,1458.757
4447,125.121.79.202,86.44746,172.89493,1458.92
4448,173.122.102.168,-26.04346,-52.08693,1458.946
4449,10.96.250.134,-85.91046,-171.82091,1459.026
4450,10.139.203.201,-86.4637,-172.92739,1459.042
4451,119.130.109.206,89.31295,178.62591,1459.093
4452,116.40.250.178,84.59736,169.19472,1459.122
4453,114.120.238.210,82.92718,165.85437,1459.138
4454,254.115.124.236,88.5717,177.1434,1459.218
4455,119.165.197.49,89.54555,179.09111,1459.285
4456,119.247.214.114,89.99912,179.99824,1459.44
4457,124.106.167.163,84.96104,169.92209,1459.445
4458,116.62.221.7,84.72015,169.44029,1459.514
4459,10.139.203.201,-86.4637,-172.92739,1459.56
4460,116.41.74.115,84.60166,169.20331,1459.654
4461,74.61.223.45,3.85259,7.70518,1459.684
4462,126.113.112.211,88.55788,177.11576,1459.702
4463,118.242.94.212,88.5654,177.1308,1459.744
4464,118.242.106.34,88.56583,177.13165,1459.936
4465,126.113.168.5,88.55616,177.11231,1460.033
4466,116.7.62.0,84.41754,168.83508,1460.15
4467,126.113.168.8,88.55616,177.11231,1460.157
4468,124.106.172.97,84.96097,169.92195,1460.205
4469,10.255.88.204,-85.78227,-171.56455,1460.211
4470,118.242.107.86,88.56585,177.1317,1460.234
4471,2.184.38.211,-86.17575,-172.35151,1460.32
4472,126.113.159.18,88.5558,177.11161,1460.748
4473,124.106.178.121,84.96129,169.92257,1460.964
4474,116.54.216.155,84.72004,169.44008,1460.965
4475,116.62.222.77,84.72018,169.44037,1460.991
4476,119.247.8.154,89.99726,179.99451,1461.074
4477,6.245.53.14,-80.17142,-160.34284,1461.297
4478,0.34.209.90,-89.7648,-179.52959,1461.438
4479,126.113.110.211,88.55768,177.11535,1461.457
4480,124.106.169.67,84.96091,169.92181,1461.6
4481,116.40.251.221,84.59738,169.19477,1461.663
4482,116.89.169.103,84.82084,169.64167,1461.683
4483,137.92.1.197,-88.1323,-176.26459,1461.795
4484,116.7.75.231,84.41766,168.83531,1461.815
4485,149.237.18.193,-59.86959,-119.73919,1461.863
4486,116.40.250.13,84.59736,169.19471,1461.935
4487,121.239.173.78,80.76971,161.53942,1462.02
4488,10.139.203.202,-86.46369,-172.92739,1462.107
4489,118.242.92.79,88.56535,177.13069,1462.151
4490,10.139.200.132,-86.46378,-172.92755,1462.161
4491,0.34.186.217,-89.76528,-179.53056,1462.458
4492,122.3.40.239,82.28572,164.57144,1462.464
4493,124.106.159.236,84.96054,169.92107,1462.525
4494,3.35.12.47,-84.83908,-169.67817,1462.618
4495,122.137.101.214,82.27346,164.54693,1462.62
4496,118.242.113.83,88.56614,177.13228,1462.64
4497,0.34.188.39,-89.76525,-179.5305,1462.917
4498,239.161.91.50,67.02389,134.04778,1462.917
4499,126.113.168.14,88.55616,177.11231,1462.954
4500,239.181.20.117,67.1324,134.2648,1462.998
4501,115.198.19.130,84.05956,168.11912,1463.078
4502,115.155.129.149,83.77901,167.55803,1463.32
4503,10.175.203.213,-86.22199,-172.44399,1463.437
4504,3.173.85.33,-84.82911,-169.65821,1463.596
4505,250.60.92.243,82.59703,165.19406,1463.722
4506,117.179.143.124,86.10826,172.21653,1463.832
4507,174.208.9.64,-24.1699,-48.33979,1464.048
4508,118.242.96.191,88.56577,177.13155,1464.122
4509,197.21.200.74,7.14799,14.29597,1464.156
4510,3.35.12.47,-84.83908,-169.67817,1464.16
4511,167.105.70.246,-22.62482,-45.24964,1464.322
4512,126.113.159.248,88.55581,177.11162,1464.349
4513,119.247.248.26,89.99983,179.99966,1464.57
4514,0.34.206.178,-89.76502,-179.53005,1464.819
4515,198.46.159.247,9.39657,18.79314,1464.924
4516,120.249.205.160,79.41616,158.83231,1464.937
4517,118.242.123.158,88.56619,177.13238,1464.964
4518,141.42.112.205,-82.73271,-165.46542,1465.0
4519,118.24.92.95,87.98033,175.96065,1465.0
4520,3.231.212.54,-84.46383,-168.92766,1465.001
4521,116.190.52.104,84.71962,169.43924,1465.112
4522,119.247.214.125,89.99912,179.99824,1465.223
4523,148.236.158.211,-61.28125,-122.5625,1465.357
4524,149.85.62.36,-60.00049,-120.00097,1465.358
4525,3.35.219.23,-84.83738,-169.67476,1465.385
4526,3.231.186.102,-84.46437,-168.92875,1465.389
4527,173.223.3.192,-26.23802,-52.47604,1465.445
4528,239.181.115.68,67.13461,134.26923,1465.677
4529,74.253.102.249,4.20465,8.4093,1465.753
4530,3.173.85.20,-84.82911,-169.65821,1465.769
4531,0.34.185.123,-89.76531,-179.53061,1465.984
4532,3.35.12.47,-84.83908,-169.67817,1466.077
4533,116.40.251.213,84.59738,169.19477,1466.149
4534,3.35.238.191,-84.8368,-169.67359,1466.259
4535,10.96.15.117,-85.91291,-171.82583,1466.346
4536,124.106.159.55,84.96053,169.92106,1466.762
4537,74.139.9.58,3.53488,7.06975,1466.86
4538,3.231.186.90,-84.46438,-168.92875,1466.916
4539,119.247.222.243,89.99912,179.99824,1466.965
4540,10.209.6.17,-86.03929,-172.07858,1467.021
4541,116.40.21.191,84.59518,169.19037,1467.125
4542,126.113.110.211,88.55768,177.11535,1467.14
4543,124.106.9.227,84.96005,169.9201,1467.14
4544,124.106.169.253,84.96091,169.92182,1467.182
4545,118.242.107.76,88.56585,177.1317,1467.206
4546,114.180.11.195,82.5953,165.19059,1467.216
4547,10.139.203.201,-86.4637,-172.92739,1467.225
4548,239.111.137.94,67.40939,134.81878,1467.225
4549,116.194.133.238,84.74041,169.48082,1467.231
4550,2.199.96.150,-86.08938,-172.17876,1467.296
4551,0.34.208.157,-89.76482,-179.52964,1467.307
4552,118.242.107.76,88.56585,177.1317,1467.308
4553,3.173.64.77,-84.82955,-169.65911,1467.374
4554,116.157.59.15,84.49163,168.98327,1467.487
4555,10.139.203.201,-86.4637,-172.92739,1467.57
4556,116.40.21.115,84.59519,169.19038,1467.603
4557,118.24.92.96,87.98033,175.96065,1467.705
4558,126.113.110.211,88.55768,177.11535,1467.739
4559,0.34.186.217,-89.76528,-179.53056,1467.743
4560,250.254.205.202,82.962,165.92399,1467.791
4561,245.240.79.149,86.44197,172.88393,1467.878
4562,119.72.104.45,89.65067,179.30135,1467.914
4563,116.242.207.193,85.04945,170.0989,1468.085
4564,118.24.93.15,87.98034,175.96068,1468.098
4565,3.35.12.47,-84.83908,-169.67817,1468.154
4566,122.137.86.87,82.27298,164.54596,1468.204
4567,3.35.219.49,-84.83738,-169.67475,1468.384
4568,119.247.225.180,89.99951,179.99902,1468.522
4569,3.35.238.183,-84.8368,-169.67359,1468.602
4570,10.255.88.24,-85.78228,-171.56456,1468.629
4571,117.3.86.51,85.80234,171.60467,1468.684
4572,122.105.218.243,82.84419,165.68838,1468.725
4573,119.247.253.97,89.99994,179.99989,1468.728
4574,115.48.51.84,83.98078,167.96155,1468.761
4575,124.106.133.233,84.96014,169.92028,1468.903
4576,118.242.107.86,88.56585,177.1317,1468.908
4577,116.242.36.57,85.04886,170.09772,1468.931
4578,118.24.90.241,87.9803,175.96059,1469.037
4579,3.35.243.251,-84.83651,-169.67302,1469.08
4580,3.35.2.91,-84.83911,-169.67822,1469.093
4581,2.199.96.111,-86.08937,-172.17875,1469.104
4582,174.204.250.116,-24.2332,-48.4664,1469.159
4583,6.176.214.202,-80.5499,-161.09979,1469.181
4584,10.139.203.201,-86.4637,-172.92739,1469.194
4585,10.15.116.185,-86.44051,-172.88102,1469.304
4586,119.148.174.237,89.40775,178.81549,1469.399
4587,118.109.222.165,88.49124,176.98248,1469.457
4588,10.209.12.26,-86.03934,-172.07868,1469.479
4589,124.106.171.170,84.96096,169.92192,1469.516
4590,118.242.107.86,88.56585,177.1317,1469.525
4591,122.137.92.6,82.27292,164.54584,1469.613
4592,114.146.40.159,82.36811,164.73622,1469.813
4593,16.83.238.214,-67.03894,-134.07788,1469.919
4594,10.96.15.104,-85.91292,-171.82583,1470.002
4595,122.146.32.157,82.36811,164.73622,1470.108
4596,117.62.83.48,86.12637,172.25274,1470.126
4597,249.141.91.224,80.18552,160.37103,1470.133
4598,10.96.14.23,-85.91294,-171.82589,1470.372
4599,117.39.158.253,86.04267,172.08534,1470.817
4600,118.24.112.39,87.98109,175.96219,1470.921
4601,174.181.27.8,-24.27387,-48.54775,1471.089
4602,116.116.204.98,85.05762,170.11524,1471.098
4603,250.146.113.74,82.36985,164.7397,1471.168
4604,3.173.83.184,-84.82914,-169.65827,1471.196
4605,0.34.198.153,-89.76503,-179.53005,1471.255
4606,118.242.131.148,88.56361,177.12723,1471.274
4607,124.106.169.67,84.96091,169.92181,1471.47
4608,1.215.186.51,-88.11184,-176.22368,1471.668
4609,118.242.107.76,88.56585,177.1317,1471.781
4610,117.3.96.170,85.80271,171.60542,1471.784
4611,10.168.158.157,-86.26416,-172.52833,1471.785
4612,118.24.88.98,87.98024,175.96048,1471.821
4613,117.39.187.113,86.04346,172.08692,1471.846
4614,126.113.114.211,88.55793,177.11587,1471.862
4615,124.229.61.219,84.97507,169.95014,1471.977
4616,118.242.107.86,88.56585,177.1317,1472.11
4617,115.189.33.65,84.00784,168.01569,1472.156
4618,117.3.98.225,85.80277,171.60554,1472.19
4619,149.250.9.245,-59.79581,-119.59161,1472.205
4620,217.40.87.149,24.12786,48.25571,1472.285
4621,118.24.113.83,87.98112,175.96224,1472.624
4622,13.102.64.40,-82.36038,-164.72076,1472.676
4623,254.53.174.202,88.22671,176.45342,1472.71
4624,10.96.19.20,-85.91267,-171.82533,1472.833
4625,168.236.159.87,-33.15623,-66.31245,1473.276
4626,116.40.21.139,84.59518,169.19036,1473.31
4627,116.243.50.43,85.05466,170.10933,1473.468
4628,10.96.19.23,-85.91267,-171.82533,1473.505
4629,116.7.75.220,84.41765,168.83531,1473.545
4630,114.229.253.74,82.86707,165.73414,1473.678
4631,0.34.199.2,-89.76501,-179.53001,1473.85
4632,116.182.159.36,84.71883,169.43766,1473.925
4633,240.173.95.68,78.99908,157.99815,1473.943
4634,118.24.90.247,87.9803,175.96059,1473.956
4635,3.35.238.191,-84.8368,-169.67359,1473.972
4636,10.209.10.133,-86.03937,-172.07875,1474.125
4637,122.137.90.24,82.27289,164.54578,1474.125
4638,3.35.12.47,-84.83908,-169.67817,1474.191
4639,122.134.55.114,82.3027,164.60541,1474.287
4640,3.35.12.47,-84.83908,-169.67817,1474.295
4641,3.173.83.215,-84.82913,-169.65827,1474.345
4642,116.40.232.207,84.59696,169.19393,1474.48
4643,122.146.28.195,82.36768,164.73537,1474.55
4644,116.40.232.207,84.59696,169.19393,1474.642
4645,0.34.203.135,-89.76509,-179.53018,1474.702
4646,116.40.247.194,84.59747,169.19494,1474.748
4647,124.106.169.172,84.96091,169.92181,1474.766
4648,119.247.234.148,89.99954,179.99908,1474.782
4649,253.187.92.66,86.1099,172.2198,1474.818
4650,119.115.56.206,89.97649,179.95298,1474.825
4651,3.35.238.183,-84.8368,-169.67359,1474.887
4652,243.8.50.213,83.67314,167.34627,1474.993
4653,116.41.74.186,84.60165,169.2033,1475.05
4654,116.40.247.136,84.59746,169.19492,1475.075
4655,3.173.82.22,-84.82916,-169.65832,1475.081
4656,125.49.214.88,86.09622,172.19245,1475.101
4657,3.173.83.21,-84.82914,-169.65828,1475.2
4658,117.39.201.180,86.04358,172.08715,1475.269
4659,10.255.87.109,-85.78211,-171.56422,1475.334
4660,0.34.203.135,-89.76509,-179.53018,1475.509
4661,118.242.93.115,88.56537,177.13074,1475.654
4662,0.34.188.175,-89.76525,-179.5305,1475.916
4663,118.24.101.126,87.98087,175.96173,1475.97
4664,124.106.172.168,84.96097,169.92194,1476.078
4665,116.40.247.53,84.59747,169.19494,1476.086
4666,3.35.238.183,-84.8368,-169.67359,1476.109
4667,117.39.204.5,86.04363,172.08727,1476.152
4668,0.52.243.4,-89.66776,-179.33552,1476.221
4669,3.173.60.83,-84.82964,-169.65928,1476.332
4670,1.255.167.83,-87.89235,-175.78469,1476.353
4671,250.78.97.206,82.65515,165.3103,1476.434
4672,149.98.133.28,-59.88362,-119.76724,1476.437
4673,119.247.241.25,89.99985,179.9997,1476.461
4674,248.207.157.65,79.14322,158.28643,1476.53
4675,10.139.203.117,-86.46369,-172.92738,1476.671
4676,124.106.167.123,84.96105,169.9221,1476.681
4677,3.173.82.22,-84.82916,-169.65832,1476.744
4678,10.139.203.60,-86.4637,-172.92739,1476.809
4679,116.62.234.98,84.72062,169.44123,1476.864
4680,3.35.242.139,-84.83654,-169.67309,1476.919
4681,126.113.112.211,88.55788,177.11576,1477.036
4682,118.242.92.187,88.56535,177.13069,1477.077
4683,114.248.66.198,82.92624,165.85248,1477.131
4684,119.247.236.66,89.99958,179.99915,1477.143
4685,3.35.214.193,-84.83731,-169.67462,1477.443
4686,119.247.247.141,89.99999,179.99998,1477.474
4687,122.114.98.174,82.94083,165.88165,1477.544
4688,0.34.186.81,-89.76528,-179.53056,1477.838
4689,117.109.197.12,86.38149,172.76297,1477.928
4690,3.7.63.153,-85.03556,-170.07112,1477.999
4691,115.200.29.70,84.02389,168.04779,1478.011
4692,113.94.91.1,80.6332,161.2664,1478.09
4693,120.87.11.215,79.23073,158.46147,1478.162
4694,0.34.186.79,-89.76528,-179.53056,1478.27
4695,120.147.40.74,78.85798,157.71596,1478.29
4696,117.39.202.228,86.04361,172.08722,1478.386
4697,3.183.171.168,-84.72837,-169.45674,1478.515
4698,251.137.16.4,83.67771,167.35542,1478.548
4699,149.85.50.229,-60.00057,-120.00113,1478.615
4700,6.151.118.233,-80.72756,-161.45512,1478.705
4701,117.61.77.182,86.11782,172.23564,1478.818
4702,119.126.82.220,89.99354,179.98708,1478.867
4703,10.96.5.36,-85.91297,-171.82595,1478.946
4704,120.92.90.74,79.2132,158.4264,1478.963
4705,125.39.91.216,86.04397,172.08795,1478.965
4706,10.255.87.115,-85.78211,-171.56422,1479.001
4707,116.194.131.232,84.74038,169.48076,1479.002
4708,10.59.249.74,-86.15493,-172.30986,1479.339
4709,125.143.57.209,85.82368,171.64736,1479.409
4710,121.253.140.136,80.84298,161.68596,1479.41
4711,113.94.86.12,80.63327,161.26653,1479.448
4712,134.73.245.53,-80.49963,-160.99926,1479.468
4713,220.55.171.74,28.47475,56.94951,1479.544
4714,114.37.36.255,82.51377,165.02754,1479.741
4715,10.255.87.120,-85.78211,-171.56422,1479.887
4716,239.130.234.26,66.81289,133.62579,1480.049
4717,116.40.232.207,84.59696,169.19393,1480.198
4718,239.127.160.151,67.49811,134.99623,1480.251
4719,116.62.227.12,84.72063,169.44126,1480.304
4720,117.39.187.58,86.04346,172.08691,1480.459
4721,3.60.85.162,-84.74671,-169.49342,1480.463
4722,114.35.18.140,82.50497,165.00995,1480.542
4723,118.24.101.126,87.98087,175.96173,1480.902
4724,167.107.39.108,-22.61158,-45.22316,1480.925
4725,0.34.203.174,-89.76509,-179.53018,1480.933
4726,116.62.216.184,84.72004,169.44009,1480.956
4727,2.164.119.166,-86.23994,-172.47987,1481.011
4728,120.28.182.4,78.8612,157.72241,1481.088
4729,10.96.15.12,-85.91292,-171.82585,1481.282
4730,117.3.99.83,85.80279,171.60558,1481.333
4731,118.242.122.80,88.56617,177.13235,1481.378
4732,124.106.168.252,84.96089,169.92178,1481.383
4733,118.242.106.222,88.56583,177.13166,1481.444
4734,3.173.81.164,-84.82919,-169.65838,1481.472
4735,126.83.54.249,88.35066,176.70131,1481.524
4736,118.242.106.38,88.56583,177.13165,1481.564
4737,3.173.60.103,-84.82964,-169.65927,1481.728
4738,116.194.131.241,84.74038,169.48076,1481.799
4739,3.198.94.165,-84.689,-169.37799,1481.818
4740,124.186.7.155,84.69651,169.39303,1481.865
4741,118.242.107.76,88.56585,177.1317,1482.034
4742,118.242.107.76,88.56585,177.1317,1482.049
4743,3.35.12.145,-84.83909,-169.67817,1482.091
4744,116.40.232.72,84.59696,169.19393,1482.096
4745,3.173.60.84,-84.82964,-169.65928,1482.25
4746,2.175.84.124,-86.22164,-172.44327,1482.306
4747,149.81.93.209,-60.02197,-120.04395,1482.322
4748,120.76.182.174,79.12488,158.24976,1482.439
4749,118.242.94.212,88.5654,177.1308,1482.464
4750,0.182.75.19,-89.65523,-179.31045,1482.558
4751,3.159.246.66,-84.94632,-169.89263,1482.586
4752,118.242.107.86,88.56585,177.1317,1482.687
